customer_id,signup_date,segment,region,monthly_fee,churn_month
1742,2023-08-05,enterprise,APAC,279.36,-1
1743,2022-01-30,enterprise,Europe,405.42,-1
1744,2022-09-26,enterprise,North America,464.38,-1
1745,2025-06-03,enterprise,Europe,294.79,-1
1746,2025-06-14,smb,North America,31.71,-1
1747,2023-04-27,smb,Other,30.11,1
1748,2024-10-24,smb,Europe,25.84,-1
1749,2024-07-06,smb,Europe,26.88,1
1750,2025-04-03,enterprise,North America,413.82,-1
1751,2025-02-06,midmarket,Europe,108.89,-1
1752,2024-03-13,smb,North America,36.42,-1
1753,2023-05-19,smb,Europe,31.62,16
1754,2024-03-10,midmarket,Europe,93.2,-1
1755,2023-02-12,enterprise,Europe,411.31,-1
1756,2023-03-21,smb,North America,34.75,23
1757,2024-02-16,smb,Europe,34.83,-1
1758,2023-12-31,midmarket,Europe,116.23,-1
1759,2024-01-12,midmarket,APAC,84.04,-1
1760,2023-05-06,enterprise,APAC,347.16,-1
1761,2023-06-07,smb,APAC,32.71,-1
1762,2022-01-14,smb,North America,44.83,-1
1763,2024-02-07,smb,North America,36.85,-1
1764,2024-01-05,midmarket,APAC,86.66,11
1765,2025-04-08,smb,Other,25.75,-1
1766,2023-10-06,smb,North America,38.19,19
1767,2023-08-20,smb,Europe,32.8,1
1768,2022-03-28,smb,North America,37.08,4
1769,2022-09-09,midmarket,North America,148.9,11
1770,2023-03-08,midmarket,Other,95.53,8
1771,2023-04-27,smb,Other,26.02,-1
1772,2023-04-08,smb,Other,25.67,-1
1773,2023-05-18,smb,North America,34.85,1
1774,2024-09-08,smb,Europe,29.52,-1
1775,2022-06-17,midmarket,APAC,97.0,8
1776,2023-02-28,midmarket,Europe,113.44,25
1777,2022-07-27,smb,North America,35.53,35
1778,2023-01-28,midmarket,Europe,105.61,1
1779,2024-05-23,smb,North America,31.08,-1
1780,2022-03-01,midmarket,Europe,113.81,30
1781,2023-03-10,midmarket,APAC,98.22,4
1782,2022-01-31,smb,North America,39.09,17
1783,2025-05-03,enterprise,North America,401.01,1
1784,2024-07-16,smb,Europe,30.04,1
1785,2022-11-07,smb,Europe,35.33,-1
1786,2022-09-10,smb,North America,33.34,-1
1787,2022-05-07,smb,North America,38.76,21
1788,2023-08-27,smb,Europe,28.02,1
1789,2024-08-19,smb,North America,34.14,7
1790,2024-01-16,midmarket,Europe,110.49,-1
1791,2025-01-29,midmarket,Europe,109.12,-1
1792,2023-03-15,smb,North America,38.23,12
1793,2022-12-21,smb,Europe,32.03,1
1794,2023-09-02,smb,Europe,29.55,1
1795,2022-09-15,smb,Europe,38.34,24
1796,2025-05-29,smb,Europe,26.0,-1
1797,2022-08-26,midmarket,North America,115.24,7
1798,2023-09-04,smb,North America,32.46,-1
1799,2023-10-29,midmarket,Europe,124.64,-1
1800,2022-03-14,midmarket,Europe,133.39,1
1801,2023-08-21,smb,North America,34.76,1
1802,2023-08-04,smb,North America,31.28,12
1803,2022-11-28,midmarket,Europe,123.68,27
1804,2022-06-13,smb,North America,36.97,-1
1805,2022-02-27,smb,APAC,26.86,32
1806,2022-01-11,smb,Europe,34.54,31
1807,2023-09-07,smb,North America,35.73,-1
1808,2022-04-25,midmarket,Europe,113.44,1
1809,2025-05-09,smb,North America,34.38,1
1810,2022-11-09,midmarket,APAC,110.04,25
1811,2024-04-12,midmarket,Other,90.96,1
1812,2024-05-09,midmarket,APAC,80.41,-1
1813,2023-09-25,midmarket,Europe,93.38,1
1814,2025-02-01,smb,APAC,29.15,-1
1815,2022-05-22,midmarket,Europe,106.72,17
1816,2022-10-26,smb,APAC,29.28,8
1817,2022-11-19,midmarket,North America,116.01,21
1818,2022-06-22,midmarket,APAC,96.96,22
1819,2023-01-12,smb,Europe,32.93,8
1820,2023-02-03,smb,North America,34.85,-1
1821,2024-09-02,smb,Other,26.6,9
1822,2023-01-20,smb,Europe,31.76,11
1823,2025-01-23,enterprise,APAC,326.61,-1
1824,2024-09-12,smb,North America,35.4,9
1825,2025-02-24,smb,Europe,26.92,-1
1826,2022-05-15,enterprise,Europe,428.99,-1
1827,2025-06-10,smb,North America,36.92,-1
1828,2024-02-23,smb,APAC,24.71,1
1829,2025-06-07,smb,Europe,29.87,-1
1830,2023-03-29,smb,North America,39.15,1
1831,2025-05-01,smb,Europe,30.04,-1
1832,2024-01-22,midmarket,North America,105.55,-1
1833,2022-04-02,smb,APAC,26.67,1
1834,2023-06-08,midmarket,APAC,93.45,1
1835,2022-06-25,midmarket,Europe,102.48,23
1836,2025-04-16,enterprise,Europe,315.3,1
1837,2023-01-24,smb,North America,42.29,-1
1838,2022-10-11,smb,North America,36.9,-1
1839,2023-12-07,smb,APAC,27.27,-1
1840,2023-06-27,smb,North America,34.53,8
1841,2022-05-04,smb,North America,38.58,27
1842,2024-11-07,smb,North America,37.01,-1
1843,2024-12-15,midmarket,Europe,110.75,-1
1844,2024-08-06,smb,APAC,26.38,-1
1845,2024-02-26,enterprise,North America,394.69,1
1846,2023-05-29,midmarket,North America,116.18,1
1847,2023-11-24,midmarket,North America,141.79,12
1848,2023-10-27,midmarket,North America,117.65,19
1849,2022-07-30,smb,North America,37.3,1
1850,2022-04-15,smb,APAC,30.41,-1
1851,2022-11-20,midmarket,Europe,100.09,1
1852,2023-08-03,smb,North America,34.85,17
1853,2022-07-24,midmarket,Europe,131.77,-1
1854,2022-05-17,midmarket,APAC,92.48,-1
1855,2024-12-23,midmarket,North America,106.84,-1
1856,2023-04-24,midmarket,North America,117.63,1
1857,2024-01-16,midmarket,APAC,88.48,1
1858,2023-10-31,midmarket,North America,141.73,8
1859,2024-07-27,midmarket,APAC,98.98,-1
1860,2024-08-02,midmarket,APAC,104.32,1
1861,2023-01-13,smb,APAC,32.96,25
1862,2024-12-17,enterprise,North America,400.66,-1
1863,2023-04-19,midmarket,North America,130.82,-1
1864,2024-12-01,smb,APAC,26.52,-1
1865,2023-06-01,midmarket,Europe,116.94,-1
1866,2022-05-22,smb,North America,41.9,8
1867,2024-08-27,enterprise,Europe,353.41,-1
1868,2022-02-08,smb,North America,39.45,16
1869,2024-09-12,smb,Europe,31.44,-1
1870,2022-02-25,smb,Other,26.56,3
1871,2022-09-21,smb,Europe,34.24,1
1872,2024-02-09,midmarket,Europe,106.87,-1
1873,2025-04-16,midmarket,Other,84.64,-1
1874,2023-06-06,midmarket,Europe,111.01,-1
1875,2022-06-03,smb,North America,42.28,-1
1876,2022-10-25,enterprise,Europe,413.12,1
1877,2025-02-17,midmarket,North America,108.74,2
1878,2024-07-16,smb,North America,33.16,-1
1879,2022-05-09,midmarket,Europe,100.71,12
1880,2023-05-07,enterprise,North America,376.81,-1
1881,2022-12-04,smb,North America,35.5,1
1882,2022-08-15,midmarket,Europe,125.41,-1
1883,2024-12-16,smb,North America,36.81,-1
1884,2024-02-28,smb,Europe,28.65,-1
1885,2022-08-18,smb,North America,43.28,14
1886,2024-04-10,midmarket,Europe,101.23,1
1887,2023-06-12,midmarket,APAC,108.49,1
1888,2022-03-20,smb,North America,39.48,34
1889,2023-07-29,smb,APAC,30.74,-1
1890,2022-08-25,smb,North America,37.28,16
1891,2022-11-09,midmarket,North America,114.71,26
1892,2025-01-26,enterprise,North America,355.76,5
1893,2024-06-25,midmarket,North America,126.73,-1
1894,2022-06-21,midmarket,North America,151.74,-1
1895,2024-12-22,midmarket,APAC,94.16,2
1896,2024-01-03,smb,APAC,30.3,1
1897,2025-01-20,enterprise,Other,242.52,-1
1898,2024-08-11,smb,Other,27.51,-1
1899,2023-03-09,smb,North America,41.46,12
1900,2023-11-14,midmarket,North America,120.83,5
1901,2023-11-09,smb,North America,36.13,-1
1902,2024-07-07,smb,Europe,26.13,-1
1903,2022-11-13,midmarket,APAC,92.99,-1
1904,2023-03-02,smb,North America,32.66,12
1905,2022-11-09,smb,North America,41.07,1
1906,2023-01-13,smb,North America,41.46,-1
1907,2022-07-25,smb,APAC,27.04,31
1908,2022-02-16,smb,Europe,39.25,24
1909,2025-04-14,midmarket,Europe,108.59,-1
1910,2022-04-05,smb,Europe,35.31,16
1911,2025-02-07,smb,North America,38.22,-1
1912,2022-01-04,smb,North America,44.87,41
1913,2024-09-18,smb,APAC,24.64,-1
1914,2023-02-24,smb,APAC,33.66,1
1915,2023-10-23,smb,North America,35.75,1
1916,2022-12-27,midmarket,North America,117.47,1
1917,2023-09-19,smb,North America,33.27,1
1918,2023-07-31,midmarket,North America,133.61,-1
1919,2023-11-07,smb,North America,41.49,-1
1920,2023-05-17,smb,North America,36.69,4
1921,2023-11-16,smb,Europe,32.16,-1
1922,2024-11-19,midmarket,APAC,85.71,-1
1923,2023-07-09,smb,Europe,35.44,-1
1924,2023-04-07,midmarket,Europe,98.85,1
1925,2022-06-18,midmarket,Other,102.12,35
1926,2023-04-04,midmarket,Other,97.44,21
1927,2022-06-10,smb,North America,33.44,16
1928,2022-08-21,midmarket,North America,151.23,-1
1929,2025-04-30,smb,North America,37.76,-1
1930,2022-04-25,midmarket,APAC,105.48,3
1931,2023-09-08,smb,North America,39.04,6
1932,2024-11-30,smb,North America,37.53,-1
1933,2025-05-01,smb,Europe,25.3,1
1934,2022-07-07,smb,Europe,29.8,-1
1935,2022-07-28,smb,Europe,35.97,17
1936,2023-04-21,smb,APAC,29.86,-1
1937,2023-12-09,smb,Europe,33.0,18
1938,2025-05-09,enterprise,APAC,300.35,-1
1939,2022-09-23,midmarket,North America,141.97,27
1940,2022-07-29,smb,APAC,27.46,20
1941,2022-11-20,smb,Europe,30.55,-1
1942,2025-01-20,smb,North America,30.96,-1
1943,2022-02-08,smb,Other,28.87,-1
1944,2023-05-01,midmarket,Other,101.88,-1
1945,2022-06-01,smb,APAC,33.84,-1
1946,2022-07-20,smb,APAC,29.73,-1
1947,2025-03-15,smb,North America,34.26,-1
1948,2022-01-03,smb,North America,37.78,25
1949,2023-02-15,smb,North America,37.58,1
1950,2025-03-14,smb,APAC,29.45,-1
1951,2024-02-15,smb,APAC,25.96,-1
1952,2022-04-02,midmarket,Other,109.29,38
1953,2023-08-17,smb,APAC,24.81,13
1954,2025-05-23,smb,Europe,27.26,-1
1955,2023-05-26,smb,North America,39.08,-1
1956,2023-11-06,midmarket,North America,134.36,-1
1957,2023-11-10,smb,Europe,32.34,-1
1958,2024-04-22,midmarket,APAC,105.12,-1
1959,2022-08-27,smb,North America,42.71,5
1960,2024-12-07,midmarket,APAC,93.87,1
1961,2025-06-15,midmarket,Europe,93.01,-1
1962,2022-07-01,smb,North America,37.54,32
1963,2024-11-10,midmarket,APAC,94.32,1
1964,2024-11-08,enterprise,Europe,353.53,-1
1965,2024-08-04,smb,Europe,29.08,1
1966,2023-04-19,smb,North America,36.33,-1
1967,2023-08-22,midmarket,North America,113.77,1
1968,2024-12-06,smb,North America,28.73,-1
1969,2022-07-15,smb,Europe,33.64,4
1970,2024-11-23,smb,APAC,29.23,-1
1971,2025-03-20,midmarket,Other,90.97,-1
1972,2024-05-20,midmarket,APAC,108.09,-1
1973,2023-03-12,smb,North America,39.58,-1
1974,2023-12-15,smb,Other,24.49,-1
1975,2022-03-05,enterprise,North America,480.03,6
1976,2025-04-03,smb,North America,36.31,-1
1977,2023-03-13,midmarket,Europe,117.05,-1
1978,2022-03-14,smb,APAC,31.04,36
1979,2024-10-10,smb,Other,26.15,7
1980,2024-04-19,smb,APAC,23.68,-1
1981,2024-03-05,smb,North America,32.96,-1
1982,2022-03-11,midmarket,North America,122.7,-1
1983,2024-08-16,smb,North America,33.63,-1
1984,2024-03-24,midmarket,Europe,118.16,11
1985,2024-10-09,smb,Europe,26.93,-1
1986,2024-11-21,smb,North America,29.6,-1
1987,2022-09-28,enterprise,Europe,417.35,24
1988,2022-09-26,enterprise,Europe,427.86,-1
1989,2025-03-24,enterprise,Europe,333.44,-1
1990,2023-11-09,midmarket,North America,119.49,11
1991,2023-07-13,midmarket,North America,123.98,-1
1992,2023-01-02,smb,Europe,34.65,1
1993,2024-03-26,smb,Europe,33.89,1
1994,2024-08-20,smb,North America,31.31,1
1995,2022-01-03,smb,North America,45.11,-1
1996,2023-12-07,smb,Other,27.87,-1
1997,2025-06-21,midmarket,APAC,93.97,-1
1998,2022-12-25,smb,North America,33.48,13
1999,2022-12-25,smb,Europe,37.41,1
2000,2025-01-25,smb,Europe,29.47,1
2001,2022-03-21,smb,North America,38.23,20
2002,2023-05-23,smb,North America,36.17,6
2003,2023-08-08,smb,Other,25.47,1
2004,2024-10-15,smb,Europe,26.7,-1
2005,2022-06-14,smb,North America,33.84,-1
2006,2023-07-08,smb,APAC,26.86,16
2007,2022-07-14,enterprise,Europe,388.6,23
2008,2024-10-02,enterprise,Europe,356.48,-1
2009,2024-03-17,smb,North America,37.94,9
2010,2023-09-26,enterprise,North America,429.82,11
2011,2023-05-17,smb,North America,33.0,-1
2012,2022-07-15,enterprise,Other,323.86,3
2013,2025-03-22,smb,Europe,30.36,-1
2014,2024-04-06,midmarket,APAC,101.54,-1
2015,2023-02-12,smb,North America,35.86,-1
2016,2023-06-13,midmarket,APAC,112.38,7
2017,2024-07-15,enterprise,Europe,375.57,1
2018,2024-07-07,enterprise,Europe,381.4,-1
2019,2023-08-12,smb,North America,38.58,3
2020,2023-01-22,smb,Europe,32.22,16
2021,2024-04-22,smb,North America,39.86,-1
2022,2024-04-19,midmarket,North America,135.49,-1
2023,2024-02-05,smb,APAC,30.64,1
2024,2022-04-03,midmarket,North America,152.07,-1
2025,2023-08-27,smb,North America,41.34,-1
2026,2024-02-23,smb,APAC,29.95,15
2027,2025-04-27,midmarket,North America,103.14,-1
2028,2023-11-02,smb,Europe,31.83,-1
2029,2023-03-14,smb,APAC,30.5,-1
2030,2023-12-11,enterprise,Europe,387.18,-1
2031,2022-08-15,midmarket,North America,133.38,32
2032,2022-04-26,midmarket,Europe,118.81,2
2033,2024-05-15,midmarket,Europe,120.15,1
2034,2025-06-12,midmarket,North America,110.46,-1
2035,2024-12-15,smb,APAC,23.51,6
2036,2024-01-15,midmarket,Other,96.49,11
2037,2022-02-21,smb,North America,38.41,17
2038,2025-06-14,smb,North America,30.22,-1
2039,2023-07-28,smb,Europe,33.35,1
2040,2023-01-05,smb,Europe,37.58,-1
2041,2025-02-12,midmarket,APAC,84.65,-1
2042,2024-08-10,enterprise,North America,379.52,1
2043,2024-08-14,midmarket,North America,117.17,-1
2044,2022-12-21,smb,Europe,35.11,-1
2045,2025-06-19,smb,Other,23.41,-1
2046,2023-08-01,midmarket,North America,123.15,3
2047,2023-11-10,midmarket,APAC,102.96,9
2048,2024-08-16,smb,North America,39.56,-1
2049,2024-04-22,midmarket,North America,114.27,-1
2050,2022-08-08,smb,Europe,34.74,-1
2051,2023-01-21,midmarket,North America,141.93,26
2052,2023-04-06,midmarket,Europe,102.1,17
2053,2025-04-24,midmarket,North America,124.16,-1
2054,2024-06-30,midmarket,Europe,99.52,-1
2055,2023-04-13,midmarket,North America,113.52,-1
2056,2024-07-26,smb,APAC,23.3,-1
2057,2024-07-31,midmarket,APAC,80.1,-1
2058,2023-05-19,smb,North America,40.63,2
2059,2023-05-30,midmarket,North America,134.59,-1
2060,2025-02-15,midmarket,Other,92.16,-1
2061,2023-12-18,enterprise,North America,442.74,-1
2062,2022-07-10,midmarket,APAC,101.28,1
2063,2024-07-07,enterprise,Europe,389.82,-1
2064,2024-01-23,midmarket,APAC,107.02,-1
2065,2023-10-12,smb,North America,34.72,5
2066,2024-07-14,smb,North America,37.56,1
2067,2025-03-03,smb,North America,36.43,1
2068,2023-02-26,midmarket,North America,129.33,2
2069,2023-06-20,smb,North America,32.89,-1
2070,2022-08-30,smb,Other,27.36,5
2071,2024-04-05,midmarket,North America,138.65,-1
2072,2023-05-29,midmarket,North America,136.16,1
2073,2023-03-13,smb,North America,40.77,-1
2074,2024-06-07,smb,North America,39.21,1
2075,2023-06-05,smb,Europe,29.4,-1
2076,2023-08-16,midmarket,North America,143.69,3
2077,2023-07-16,smb,APAC,29.06,5
2078,2022-11-26,midmarket,APAC,110.61,-1
2079,2022-06-10,smb,North America,37.18,1
2080,2024-11-21,smb,APAC,25.23,1
2081,2022-04-28,smb,North America,38.02,-1
2082,2023-02-19,smb,North America,36.13,-1
2083,2024-05-01,midmarket,Other,77.24,-1
2084,2022-06-17,smb,APAC,29.02,4
2085,2024-04-16,smb,North America,36.83,5
2086,2024-07-24,smb,Europe,33.83,9
2087,2024-04-25,midmarket,North America,104.3,-1
2088,2023-01-25,midmarket,Europe,96.96,-1
2089,2022-01-26,midmarket,Europe,123.33,13
2090,2025-02-06,smb,North America,35.43,1
2091,2023-02-21,smb,APAC,30.59,-1
2092,2024-10-24,smb,Europe,33.92,4
2093,2022-09-10,smb,North America,35.62,-1
2094,2022-07-27,smb,APAC,30.46,3
2095,2024-09-19,midmarket,Europe,115.18,-1
2096,2025-04-14,smb,North America,34.22,-1
2097,2025-01-03,midmarket,Europe,102.52,1
2098,2024-08-16,midmarket,APAC,104.69,-1
2099,2022-11-11,enterprise,Other,308.74,28
2100,2025-03-11,midmarket,North America,102.24,-1
2101,2024-05-02,midmarket,Europe,92.97,-1
2102,2022-08-08,smb,APAC,33.43,1
2103,2022-06-15,enterprise,Other,367.78,2
2104,2025-01-16,midmarket,North America,106.03,4
2105,2022-12-18,enterprise,Europe,374.94,-1
2106,2024-09-04,smb,APAC,27.56,-1
2107,2022-06-26,smb,North America,35.07,-1
2108,2022-12-24,midmarket,North America,144.76,-1
2109,2022-12-28,midmarket,Europe,111.18,-1
2110,2022-12-25,smb,Europe,36.86,1
2111,2024-05-10,smb,Europe,32.89,-1
2112,2025-03-12,smb,North America,31.2,-1
2113,2025-03-07,smb,APAC,27.7,-1
2114,2024-08-04,smb,North America,37.02,-1
2115,2022-09-16,smb,APAC,28.63,1
2116,2025-05-10,midmarket,North America,104.37,1
2117,2023-11-23,smb,North America,39.7,-1
2118,2023-11-28,midmarket,Other,96.61,18
2119,2024-06-13,smb,APAC,29.28,-1
2120,2024-09-08,midmarket,North America,111.16,-1
2121,2025-04-30,enterprise,North America,402.96,-1
2122,2024-01-14,smb,Europe,33.15,1
2123,2024-02-18,smb,Other,25.02,11
2124,2024-08-09,midmarket,North America,110.24,-1
2125,2022-11-22,smb,Other,27.8,5
2126,2023-01-28,midmarket,North America,139.76,-1
2127,2024-03-09,smb,Europe,28.0,-1
2128,2022-03-23,smb,North America,44.36,19
2129,2023-02-13,midmarket,North America,120.25,-1
2130,2024-07-05,smb,Other,28.27,-1
2131,2025-05-30,smb,North America,29.48,-1
2132,2023-10-25,midmarket,Other,98.8,-1
2133,2023-05-25,midmarket,North America,130.24,-1
2134,2023-07-16,midmarket,North America,132.75,7
2135,2024-05-24,smb,APAC,31.36,1
2136,2023-11-26,midmarket,Europe,93.42,-1
2137,2022-01-30,midmarket,North America,123.47,20
2138,2023-11-20,smb,Europe,27.5,1
2139,2023-05-26,midmarket,North America,128.63,-1
2140,2024-06-13,midmarket,APAC,102.15,-1
2141,2025-01-21,smb,North America,29.12,-1
2142,2025-05-13,smb,Europe,30.98,-1
2143,2024-02-18,enterprise,North America,399.11,1
2144,2023-04-08,smb,Europe,36.91,1
2145,2023-07-21,smb,Other,26.34,1
2146,2022-08-14,midmarket,APAC,119.73,29
2147,2025-04-09,smb,North America,33.62,-1
2148,2024-12-17,smb,North America,38.76,-1
2149,2024-12-25,smb,North America,35.13,-1
2150,2023-02-23,smb,APAC,28.26,7
2151,2023-02-16,smb,North America,41.3,13
2152,2024-12-29,smb,Europe,29.27,-1
2153,2023-11-26,smb,North America,34.12,-1
2154,2024-06-18,smb,Other,25.63,1
2155,2023-09-18,smb,Europe,35.34,-1
2156,2023-07-19,smb,Europe,34.35,-1
2157,2024-03-17,smb,APAC,25.03,-1
2158,2024-11-03,midmarket,Other,94.85,1
2159,2023-03-03,midmarket,Europe,109.99,1
2160,2024-10-29,smb,APAC,23.39,-1
2161,2022-11-08,midmarket,Europe,102.38,-1
2162,2023-05-30,smb,North America,32.44,1
2163,2025-03-10,smb,North America,35.0,-1
2164,2025-05-02,smb,Europe,26.5,-1
2165,2025-03-24,midmarket,Europe,87.1,-1
2166,2023-02-08,smb,North America,36.33,-1
2167,2024-12-12,midmarket,North America,128.62,6
2168,2025-04-09,smb,Europe,29.85,2
2169,2025-06-02,enterprise,North America,372.01,-1
2170,2022-01-27,smb,Europe,37.45,2
2171,2024-08-08,smb,Europe,26.21,1
2172,2025-06-25,smb,North America,36.44,-1
2173,2024-09-02,smb,North America,31.03,-1
2174,2022-10-25,midmarket,North America,113.31,8
2175,2024-08-31,enterprise,North America,378.35,-1
2176,2022-05-15,midmarket,Europe,102.2,-1
2177,2023-09-06,smb,Europe,28.62,1
2178,2024-03-10,smb,APAC,29.74,9
2179,2023-08-06,midmarket,North America,122.38,-1
2180,2024-06-11,midmarket,Europe,88.66,-1
2181,2022-11-03,midmarket,North America,137.35,6
2182,2024-02-13,smb,APAC,29.62,7
2183,2024-04-02,midmarket,North America,135.5,-1
2184,2024-03-19,enterprise,Europe,315.82,-1
2185,2023-01-05,midmarket,Europe,125.55,24
2186,2023-01-25,midmarket,North America,138.58,-1
2187,2022-11-25,midmarket,Other,99.18,-1
2188,2023-08-13,midmarket,North America,116.98,2
2189,2024-01-18,smb,North America,35.37,1
2190,2023-04-08,smb,Europe,29.64,-1
2191,2023-06-08,midmarket,Europe,117.88,18
2192,2023-01-01,smb,North America,40.36,1
2193,2022-10-07,smb,North America,35.02,-1
2194,2024-04-18,smb,North America,32.65,-1
2195,2024-11-07,smb,APAC,29.79,7
2196,2023-01-06,midmarket,Europe,112.44,-1
2197,2025-01-03,smb,North America,34.12,1
2198,2023-12-30,smb,North America,40.96,1
2199,2022-08-02,smb,APAC,27.81,1
2200,2023-04-13,midmarket,APAC,104.41,-1
2201,2022-01-10,midmarket,North America,149.34,1
2202,2022-02-19,enterprise,Europe,376.6,-1
2203,2023-03-05,smb,North America,35.51,10
2204,2023-08-03,smb,North America,41.12,-1
2205,2024-10-14,midmarket,APAC,80.65,1
2206,2022-06-21,smb,APAC,27.61,21
2207,2024-12-06,enterprise,North America,375.89,-1
2208,2022-10-27,midmarket,APAC,112.81,1
2209,2022-06-26,smb,Europe,33.74,1
2210,2024-06-12,smb,APAC,25.43,7
2211,2024-09-15,smb,APAC,26.24,-1
2212,2024-02-11,smb,Europe,30.48,5
2213,2022-05-28,smb,Other,31.19,4
2214,2022-05-28,smb,North America,43.88,-1
2215,2023-05-13,enterprise,Europe,350.79,-1
2216,2023-07-29,smb,North America,39.24,-1
2217,2025-06-28,smb,APAC,27.13,-1
2218,2023-01-01,midmarket,North America,140.85,1
2219,2022-09-03,midmarket,North America,135.94,1
2220,2025-04-21,midmarket,APAC,75.78,-1
2221,2022-07-16,midmarket,North America,140.48,5
2222,2022-02-03,smb,North America,41.42,25
2223,2023-06-24,midmarket,North America,131.5,-1
2224,2023-05-27,smb,Europe,30.31,-1
2225,2024-03-01,midmarket,North America,106.89,10
2226,2025-01-24,enterprise,North America,348.3,-1
2227,2025-04-05,midmarket,Europe,90.16,-1
2228,2023-01-05,midmarket,Other,86.95,-1
2229,2025-06-05,smb,APAC,23.62,-1
2230,2024-03-18,midmarket,North America,105.83,-1
2231,2022-03-30,midmarket,APAC,99.6,13
2232,2025-04-12,midmarket,APAC,101.94,-1
2233,2022-06-26,midmarket,Europe,117.65,19
2234,2024-01-22,smb,Europe,29.7,1
2235,2024-10-05,smb,North America,36.42,-1
2236,2022-11-15,midmarket,Europe,113.45,-1
2237,2022-12-12,smb,Europe,28.54,10
2238,2023-08-31,smb,North America,37.27,-1
2239,2025-02-03,smb,North America,31.46,-1
2240,2022-10-13,smb,North America,39.41,7
2241,2024-04-26,midmarket,Europe,94.84,-1
2242,2023-08-01,smb,North America,36.55,11
2243,2022-05-23,smb,Europe,31.2,12
2244,2024-06-26,smb,APAC,25.66,-1
2245,2024-11-28,smb,North America,35.89,1
2246,2024-01-05,smb,North America,32.9,1
2247,2022-08-14,midmarket,North America,130.25,1
2248,2022-07-18,smb,North America,34.13,10
2249,2023-06-25,smb,APAC,30.68,-1
2250,2023-10-09,smb,Europe,32.0,14
2251,2023-12-06,smb,APAC,30.83,-1
2252,2022-11-07,smb,Other,28.69,-1
2253,2023-10-01,smb,North America,41.77,-1
2254,2023-01-12,smb,Europe,30.51,-1
2255,2024-05-25,enterprise,Europe,373.99,8
2256,2024-10-13,midmarket,Europe,99.78,-1
2257,2024-04-12,smb,North America,33.96,-1
2258,2022-01-02,smb,North America,43.05,-1
2259,2025-06-19,enterprise,Europe,369.23,-1
2260,2022-01-31,smb,Europe,37.68,23
2261,2025-06-29,smb,North America,31.02,-1
2262,2022-02-10,smb,North America,40.18,-1
2263,2023-10-22,enterprise,Europe,330.82,-1
2264,2022-05-16,smb,Europe,35.6,5
2265,2022-05-02,enterprise,Europe,381.19,-1
2266,2024-05-22,midmarket,North America,110.48,-1
2267,2024-07-17,smb,North America,29.73,10
2268,2022-05-31,smb,APAC,34.87,10
2269,2025-05-31,midmarket,Europe,85.62,-1
2270,2023-02-13,smb,North America,35.91,1
2271,2023-02-11,smb,Europe,29.86,-1
2272,2023-01-14,enterprise,North America,433.93,-1
2273,2023-08-12,midmarket,Europe,99.52,-1
2274,2022-08-15,smb,North America,41.72,-1
2275,2023-06-27,smb,Europe,29.61,-1
2276,2022-09-25,midmarket,Other,88.99,1
2277,2022-03-07,smb,North America,36.49,-1
2278,2023-04-16,smb,North America,35.21,8
2279,2024-05-07,smb,North America,36.58,-1
2280,2024-08-31,smb,North America,31.52,-1
2281,2023-03-27,enterprise,Other,336.97,-1
2282,2023-02-18,midmarket,Other,93.91,-1
2283,2024-10-01,midmarket,North America,106.48,-1
2284,2024-05-19,smb,APAC,25.32,-1
2285,2024-11-27,smb,North America,34.26,-1
2286,2025-03-02,smb,Europe,27.85,-1
2287,2024-11-13,midmarket,Europe,101.72,-1
2288,2025-04-09,smb,North America,36.16,-1
2289,2023-06-16,midmarket,Europe,95.57,1
2290,2023-05-19,midmarket,Europe,107.65,24
2291,2023-02-15,midmarket,North America,126.49,25
2292,2022-10-28,smb,Other,26.39,32
2293,2024-08-13,midmarket,North America,116.33,-1
2294,2024-06-30,smb,North America,35.6,1
2295,2024-10-19,smb,Other,25.89,1
2296,2022-08-02,smb,North America,40.94,34
2297,2023-09-19,enterprise,North America,364.78,-1
2298,2022-10-11,smb,North America,38.13,9
2299,2025-02-13,smb,North America,36.01,3
2300,2022-12-08,smb,North America,37.71,-1
2301,2022-07-03,smb,North America,40.98,-1
2302,2023-12-29,smb,Europe,32.16,-1
2303,2025-01-26,smb,Europe,28.92,5
2304,2025-03-14,smb,APAC,22.73,-1
2305,2022-05-03,smb,APAC,32.16,9
2306,2023-02-20,enterprise,North America,437.07,10
2307,2022-07-15,smb,Other,24.64,1
2308,2023-01-28,midmarket,APAC,93.08,20
2309,2023-11-13,midmarket,APAC,84.33,10
2310,2022-12-25,midmarket,Europe,116.35,1
2311,2022-03-28,midmarket,North America,116.85,1
2312,2023-10-13,midmarket,North America,137.53,-1
2313,2022-03-09,smb,APAC,35.4,1
2314,2022-10-17,midmarket,Europe,131.46,12
2315,2022-01-01,midmarket,APAC,99.14,14
2316,2022-04-21,smb,Europe,34.47,-1
2317,2023-07-11,smb,North America,41.26,5
2318,2024-12-21,smb,North America,35.69,1
2319,2024-09-15,midmarket,Other,81.78,-1
2320,2022-05-07,enterprise,North America,496.81,1
2321,2022-02-14,enterprise,Europe,407.0,40
2322,2023-03-08,midmarket,Other,102.04,4
2323,2024-04-12,smb,North America,40.24,2
2324,2024-08-10,smb,North America,39.69,-1
2325,2024-11-16,midmarket,Europe,101.45,4
2326,2023-03-13,smb,APAC,26.44,-1
